Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date,New_Column
Kill Bill (Original 2022),Original,2022,Movie,-,-,-,SS,VPX,"VP_Cooks, Joe Picasso, JPSalas",1.0.1,2022-11-21,Kill Bill
Killer Klowns (Original 2023),Original,2023,"Movie, Horror",-,-,-,SS,VPX,"Gman77, Balutito, Herweh",1.0.0,2023-07-19,Killer Klowns
Kong vs Godzilla (Original 2023),Original,2023,"Movie, Fantasy, Monsters",-,-,-,SS,VPX,"Balutito, 32assassin",1.3,2023-06-03,Kong vs Godzilla
Last Action Hero (Data East 1993),Data East,1993,"Fictional, Licensed Theme, Movie",4,1416,-,SS,VPX,"VPin Workshop (VPW), Javier1515, Francisco666",1.2,2023-07-24,Last Action Hero
Legend - A Pinball Adventure (Original 2023),Original,2023,"Movie, Fantasy",-,-,-,SS,VPX,"Jagandy8, Joe Picasso, HauntFreaks, BurtMacklin, Gman77",2.0,2023-12-08,Legend - A Pinball Adventure
Logan's Run (Original 2021),Original,2021,"Science Fiction, Movie",4,-,-,SS,VPX,"Johnnybravo, Goldchicco, Mfuegemann",2.1,2023-09-03,Logan's Run
Lone Wolf McQuade (Original 2020),Original,2020,Movie,4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2020-12-11,Lone Wolf McQuade
Mad Max Fury Road (Original 2021),Original,2021,"Licensed Theme, Movie, Apocalyptic",6,-,-,SS,VPX,"Balutito, 32assassin, Francisco666, Daeron61",1.5,2023-06-10,Mad Max Fury Road
Major Payne (Original 21),Original,21,Movie,-,-,-,EM,VPX,MellerMeller,1.1,2024-01-11,Major Payne
Max Mad 2 The Road Warrior (Original 2019),Original,2019,"Licensed Theme, Movie, Apocalyptic",4,-,-,SS,VPX,"Ivantba, SliderPoint",1.0,2019-12-28,Max Mad 2 The Road Warrior
Metropolis Reborn (Original 2022),Original,2022,"Science Fiction, Movie",-,-,-,SS,VPX,"Funkatron101, SG1bsoN, nFozzy, Inkochnito, Daniele Danko, JPSalas",1.1,2022-05-12,Metropolis Reborn
Minions Pinball (Original 2015),Original,2015,"Movie, Animation, Kids",1,-,-,SS,FP,"NitroNimbus, rom",2.0,2023-10-10,Minions Pinball
Miraculous (Original 2019),Original,2019,"Movie, Animation, Kids",-,-,-,EM,VPX,JPSalas,4.3.0,2023-11-02,Miraculous
Missing In Action (Original 2018),Original,2018,Movie,-,-,-,SS,VPX,"Ivantba, Xenonph, JPSalas",1.1,2018-11-06,Missing In Action
Mission Impossible - Limited Edition (Original 2022),Original,2022,Movie,-,-,-,SS,VPX,"Marty02, JPSalas",2.6,2022-12-27,Mission Impossible - Limited Edition
National Lampoon's Christmas Vacation (Original 2019),Original,2019,"Christmas, Movie",4,-,-,SS,VPX,"Meatballsaucey, Stevegooner123, Xenonph, Lizard, Wildman",1.0.0,2023-12-23,National Lampoon's Christmas Vacation
Neverending Story Pinball (Original 2021),Original,2021,"Movie, Fantasy, Kids",-,-,-,SS,VPX,"Oly2, Mark Paulik (WPilot), JPSalas",1.0.0,2023-08-14,Neverending Story Pinball
Nicolas Cage - Bad Lieutenant (Original 2020),Original,2020,"Celebrities, Movie",-,-,-,EM,VPX,Masonou,1.0,2020-04-24,Nicolas Cage - Bad Lieutenant
Night of the Living Dead (Pininventions 2014),Pininventions,2014,"Horror, Movie",2,-,-,EM,VPX,"Shannon1, Loserman76, Bord, HiRez00, Xenonph, 32assassin",1.0.0,2021-11-04,Night of the Living Dead
Nightmare on Elm Street (Original 2013),Original,2013,"Horror, Movie",-,-,-,-,FP,"HZR, SLAMT1LT",1.07,2023-12-19,Nightmare on Elm Street
O Brother Where Art Thou (Original 2021),Original,2021,"Movie, Musical",-,-,-,EM,VPX,"Onevox, Scottacus, Loserman76, Thalamus, Jfr1, Mlager, Arngrim, Bord",1.6,2021-09-11,O Brother Where Art Thou
Once Upon A Time In The West (Original 2019),Original,2019,"American West, Movie",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2019-11-13,Once Upon A Time In The West
Phantasm (Original 2023),Original,2023,"Movie, Horror",-,-,-,SS,VPX,SpookyMoulder,1.105b,2023-06-25,Phantasm
Phantom of the Paradise (Original 2021),Original,2021,"Musical, Movie, Comedy, Horror",-,-,-,SS,-,Mark Paulik (WPilot),1.0.1,2022-04-13,Phantom of the Paradise
Pirates of the Caribbean (Stern 2006),Stern,2006,"Pirates, Licensed Theme, Movie",4,5163,-,SS,VPX,"Miguel Roche, Siggi, SliderPoint, Freneticamnesic",1.0,2022-09-27,Pirates of the Caribbean
Planet of the Apes (Original 2021),Original,2021,"Movie, Science Fiction",4,-,-,SS,VPX,"Balutito, Goldchicco",1.0.0,2021-11-03,Planet of the Apes
Police Academy (Original 2019),Original,2019,"Movie, Comedy, Police",-,-,-,EM,VPX,"Ivantba, JPSalas",1.0,2019-12-06,Police Academy
Poltergeist (Original 2022),Original,2022,"Licensed Theme, Movie, Horror",-,-,-,SS,VPX,"Michel757, VP_Cooks, JPSalas",1.0,2023-07-07,Poltergeist
Predator (Original 2019),Original,2019,"Movie, Science Fiction",-,-,-,SS,VPX,"Gman77, TheBackglassGuy",1.0.0,2023-05-27,Predator
Predator 2 (Original 2019),Original,2019,"Movie, Science Fiction",-,-,-,SS,VPX,Ivantba,1.0,2021-12-13,Predator 2
Princess Bride (Original 2023),Original,2023,"Movie, Adventure",-,-,-,SS,VPX,RabidTribble,1.0.0,2023-10-08,Princess Bride
Pulp Fiction (Original 2020),Original,2020,"Movie, Crime",4,-,-,SS,VPX,John22,1.1,2020-12-04,Pulp Fiction
Raiponce (Original 2021),Original,2021,"Animation, Movie",4,-,-,SS,VPX,"Crutch, Hardkoralex, JPSalas",1.0,2021-03-09,Raiponce
Rambo (Original 2019),Original,2019,Movie,4,1922,-,SS,VPX,"Armyaviation, Rascal, Randr, Thalamus, Wildman, Dark, nFozzy, GTXJoe, BorgDog, Arngrim, 32assassin, Bord, Rothbauerw, ICPjuggla",1.4,2021-04-02,Rambo
Rambo First Blood Part II (Original 2020),Original,2020,Movie,4,-,-,SS,VPX,"Ivantba, Armyaviation, Rascal, Bord",1.1,2020-04-22,Rambo First Blood Part II
Re-animator (Original 2022),Original,2022,"Movie, Horror",-,-,-,SS,VPX,"Gman77, Balutito, Jagandy82, Davadruix, Nagaidevil",1.0.0,2023-11-10,Re-animator
Red Sonja (Original 2019),Original,2019,"Movie, Fantasy",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2019-12-10,Red Sonja
Resident Evil (Original 2022),Original,2022,"Horror, Movie, Video Game",1,-,-,SS,VPX,"Crutch, Javier1515, Ivantba",1.0.0,2022-03-14,Resident Evil
Return of the Living Dead (Original 2021),Original,2021,"Horror, Movie",4,-,-,SS,VPX,"Bossman72, Bigus1, JPSalas",1.1,2021-04-08,Return of the Living Dead
RoboCop (Original 2023),Original,2023,"Licensed Theme, Science Fiction, Movie",-,-,-,SS,FP,"TerryRed, SLAMT1LT, rom",1.1,2023-12-09,RoboCop
Robocop (Data East 1989),Data East,1989,"Licenced Theme, Movie, Crime, Police",4,1976,-,SS,VPX,"Ahr1man, Drakkon, Talantyyr, Dozer, Dark, ICPjuggla",1.2,2022-11-30,Robocop
Robocop 3 (Original 2018),Original,2018,"Movie, Science Fiction",-,-,-,SS,VPX,"Ivantba, HSM",1.0,2018-11-24,Robocop 3
Rocky (Gottlieb 1982),Gottlieb,1982,"Sports, Boxing, Licensed Theme, Movie",4,1993,-,SS,VPX,"Armyaviation, Randr, Wildman",1.0.0,2021-11-29,Rocky
Rocky VS Balutito (Original 2021),Original,2021,"Sports, Boxing, Movie",-,-,-,-,-,"Balutito, Armyaviation",1.0.0,2021-12-15,Rocky VS Balutito
Saw 2022 Edition (Original 2022),Original,2022,"Horror, Movie",-,-,-,SS,VPX,"Icepinball, JPSalas",1.0.0,2022-06-18,Saw 2022 Edition
Scarface - Balls and Power (Original 2013),Original,2013,Movie,-,-,-,SS,VPX,"Goldchicco, 32assassin, JPSalas, Hassanchop, Rascal, Herweh, Arngrim, LuvThatApex",1.2,2020-06-12,Scarface - Balls and Power
Scott Pilgrim vs The World (Original 2021),Original,2021,"Comics, Movie",-,-,-,SS,VPX,Dunriwikan45,1.0.0,2023-03-03,Scott Pilgrim vs The World
Shrek (Stern 2008),Stern,2008,"Licensed Theme, Fictional, Animation, Movie, Kids",4,5301,-,SS,VPX,"Bigus1, Ninuzzu",2.0,2023-11-07,Shrek
Shrek The Halls Pinball (Original 2020),Original,2020,"Christmas, Animation, Kids, Movie",4,-,-,SS,VPX,"Stevegooner1234, Wildman, Lizard, Xenonph",1.0,2020-11-27,Shrek The Halls Pinball
Silent Night Deadly Night (Original 2016),Original,2016,"Movie, Horror",-,-,-,SS,VPX,TheGhost787,1.0,2016-12-11,Silent Night Deadly Night
Sin City (Original 2022),Original,2022,"Noir, Comics, Movie",-,-,-,SS,VPX,"BurtMacklin, Bombaj344, Francisco666, HiRez00, Pin666, Bigus1, 32assassin",1.1.0,2022-06-06,Sin City
Smokey And The Bandit Gold (Original 2021),Original,2021,Movie,4,-,-,SS,VPX,"Bossman72, JPSalas",1.0,2021-03-21,Smokey And The Bandit Gold
Soylent Green (Original 2023),Original,2023,"Movie, Police, Crime",-,-,-,-,VPX,"Icepinball, Ivantba, 32assassin",1.0.0,2023-09-03,Soylent Green
Species (Original 2023),Original,2023,"Science Fiction, Movie",-,-,-,SS,VPX,"Icepinball, Lodger, Ivantba",-,2023-09-01,Species
Star Trek (Bally 1979),Bally,1979,"Licensed Theme, Outer Space, Science Fiction, Space Fantasy, Movie",4,2355,-,SS,VPX,Rothbauerw,2.1.1,2021-12-30,Star Trek
Star Trek 25th Anniversary (Data East 1991),Data East,1991,"Licensed Theme, Outer Space, Science Fiction, Space Fantasy, Movie",-,2356,-,SS,VPX,"Versins77, 32assassin, JPSalas",1.0,2023-06-20,Star Trek 25th Anniversary
Star Trek Spock Tribute (Original 2022),Original,2022,"Science Fiction, Tribute, Licensed Theme, TV Show, Movie",-,-,-,SS,VPX,"Icepinball, Ronald Kah, JPSalas",1.0.0,2022-04-30,Star Trek Spock Tribute
Star Wars (Sonic 1987),Sonic,1987,"Licensed Theme, Science Fiction, Space Fantasy, Movie",4,4513,-,SS,VPX,"Mfuegemann, Dark, GTXJoe, Akiles50000, TAB",1.1,2018-04-13,Star Wars
Star Wars - Bounty Hunter (Original 2021),Original,2021,"Licensed Theme, Science Fiction, Space Fantasy, Movie",4,-,-,SS,VPX,"Tartzani, Oqqsan, Rik, Apophis",3.02,2022-12-21,Star Wars - Bounty Hunter
Star Wars - The Empire Strikes Back (Hankin 1980),Hankin,1980,"Licensed Theme, Science Fiction, Space Fantasy, Movie",4,2868,-,SS,VPX,"Xenonph, 32assassin",3.1,2023-02-02,Star Wars - The Empire Strikes Back
Star Wars - Tribute (Original 2021),Original,2021,"Licensed Theme, Science Fiction, Space Fantasy, Movie",-,-,-,SS,VPX,"Shamrock1980, JPSalas, Siggi",1.3.0,2022-03-16,Star Wars - Tribute
Star Wars Death Star Assault (Original 2022),Original,2022,"Licensed Theme, Science Fiction, Space Fantasy, Movie",-,-,-,SS,FP,"TerryRed, SLAMT1LT, Matt Ellis",1.5,2023-12-09,Star Wars Death Star Assault
Star Wars Episode 1 (Original 2023),Original,2023,"Licensed Theme, Science Fiction, Space Fantasy, Movie",-,-,-,SS,VPX,"Ryguy417, Xenonph, Cliffy",1.2,2023-09-27,Star Wars Episode 1
Star Wars Pinball - Starfighter Assault (Zen Studios 2013),Zen Studios,2013,"Licensed Theme, Science Fiction, Space Fantasy, Movie",4,-,-,-,FX,"Zen Studios, Tamas Pokrocz",-,2023-07-23,Star Wars Pinball - Starfighter Assault
Star Wars Trilogy (Sega 1997),Sega,1997,"Licensed Theme, Science Fiction, Space Fantasy, Movie",6,4054,-,SS,VPX,"Bigus1, Hanibal, JPSalas",2.0,2023-07-13,Star Wars Trilogy
Starship Troopers (Sega 1997),Sega,1997,"Combat, Aliens, Science Fiction, Movie, Licensed Theme",6,4341,-,SS,VPX,"VPin Workshop (VPW), Knorr, ClarkKent",2.0,2023-03-31,Starship Troopers
Stephen King's Pet Sematary (Original 2019),Original,2019,"Movie, Horror",4,-,-,SS,VPX,"Ivantba, Bord",1.0,2019-05-17,Stephen King's Pet Sematary
Stephen King's Sleepwalkers (Original 2019),Original,2019,"Movie, Horror",4,-,-,SS,VPX,"Gman77, Ivantba, Jagandy82, Nagaidevil, 80sRkadeguy70",1.0.0,2023-11-10,Stephen King's Sleepwalkers
Stephen King's The Running Man (Original 2019),Original,2019,"Science Fiction, Movie",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2020-01-28,Stephen King's The Running Man
TRON Classic (Original 2018),Original,2018,"Licensed Theme, Science Fiction, Movie",-,1745,-,SS,-,"Mark Paulik (WPilot), Xenonph, HiRez00, BorgDog, HauntFreaks, JPSalas",1.1,2023-04-15,TRON Classic
TRON Legacy (Original 2016),Original,2016,"Science Fiction, Movie",-,-,-,-,FP,"TerryRed, SLAMT1LT",1.13,2023-08-18,TRON Legacy
Tango and Cash Pinball (Original 2019),Original,2019,Movie,-,-,-,SS,VPX,"Ivantba, Dids666, Bigus1",1.0,2021-12-04,Tango and Cash Pinball
Team America World Police (Original 2019),Original,2019,"Movie, Comedy",-,-,-,SS,VPX,"Charlieshakur, RichnDarla Johns",1.1,2021-11-09,Team America World Police
Teenage Mutant Ninja Turtles (Data East 1991),Data East,1991,"Comics, Movie",4,2509,-,SS,-,"Pattyg234, Ninuzzu, JPSalas, Rothbauerw",1.0.0-wip,2023-06-23,Teenage Mutant Ninja Turtles
Terminator 1 TBA Edition (Original 2019),Original,2019,"Movie, Science Fiction, Apocalyptic",-,-,-,EM,VPX,"Ivantba, Lodger",1.0,2019-07-27,Terminator 1 TBA Edition
Terminator 2 - Judgment Day (Williams 1991),Williams,1991,"Celebrities, Fictional, Licensed Theme, Movie, Apocalyptic",4,2524,-,SS,VPX,"Bigus1, Hanibal, 32assassin, Tipoto",2.1,2023-09-16,Terminator 2 - Judgment Day
Terminator 3 - Rise of the Machines (Stern 2003),Stern,2003,"Licensed Theme, Science Fiction, Movie, Apocalyptic",4,4787,-,SS,VPX,"Bigus1, Hanibal",2.0,2023-04-06,Terminator 3 - Rise of the Machines
Terminator Salvation (Original 2018),Original,2018,"Licenced Theme, Movie, Science Fiction, Apocalyptic",-,-,-,SS,VPX,"Ivantba, Stefanaustria (STAT), JPSalas",1.4d,2019-03-10,Terminator Salvation
"Addams Family, The (Bally 1992)",Bally,1992,"Celebrities, Fictional, Licensed Theme, Movie",4,20,-,SS,FX,"Zen Studios, Zoltan Pataki",-,2023-07-24,"Addams Family, The"
"Batman, The (Original 2022)",Original,2022,"Licensed Theme, Movie, Superheroes, Comics",-,-,-,SS,VPX,"Miguel Roche, Trino7, Skitso, Lord Hiryu, DJRobX, Ninuzzu, Tom Tower",1.0.0,2022-04-12,"Batman, The"
"Beastmaster, The (Original 2021)",Original,2021,Movie,2,-,-,SS,VPX,"Balutito, Joshua Milrad",1.0.2,2021-11-16,"Beastmaster, The"
"Big Lebowski Pinball, The (Dutch Pinball 2016)",Dutch Pinball,2016,"Sports, Bowling, Movie",-,-,-,-,FP,TheGhost787,1.0 WIP,2023-09-14,"Big Lebowski Pinball, The"
"Conjuring, The (Original 2020)",Original,2020,"Supernatural, Movie",4,-,-,SS,VPX,"Davor Lipovac, Stefanaustria (STAT), Loserman76, JPSalas",1.0,2020-09-16,"Conjuring, The"
"Dark Crystal Pinball, The (Original 2020)",Original,2020,"Movie, Fantasy",-,-,-,SS,VPX,"Gman77, Mark Paulik (WPilot), JPSalas, Jagandy82, Addestratore, ionman99, Cliffy, Nagaidevil",1.0.0,2023-08-12,"Dark Crystal Pinball, The"
"Delta Force - Chuck Norris, The (Original 2019)",Original,2019,"Celebrities, Movie",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2019-03-04,"Delta Force - Chuck Norris, The"
"Dude, The (Original 2021)",Original,2021,"Movie, Bowling",4,-,-,SS,VPX,"HauntFreaks, iDigStuff, Hawkeyez88, Fluffhead35, Wylte, 32assassin",2.0,2021-11-08,"Dude, The"
"Fifth Element, The (Original 2022)",Original,2022,Movie,-,-,-,SS,VPX,"Nesta78, Rawd, Pixel.fi, Sixtoe, JPSalas",1.0.0,2022-12-29,"Fifth Element, The"
"Fog, The (Original 2020)",Original,2020,"Movie, Horror",2,-,-,EM,VPX,"HiRez00, Loserman76, Rascal, BorgDog, Apophis, JPSalas, Rothbauerw, nFozzy",2.5a,2022-01-25,"Fog, The"
"Goonies Never Say Die Pinball, The (Original 2021)",Original,2021,"Movie, Adventure, Kids",-,-,-,SS,VPX,"VPin Workshop (VPW), Hawkeyez88, Fluffhead35, Oqqsan, Wylte, Tomate, Rik, Javier, Fleep, Sixtoe, Apophis, HauntFreaks, Rothbauerw, nFozzy",1.3,2022-06-27,"Goonies Never Say Die Pinball, The"
"Goonies Pinball Adventure, The (Original 2019)",Original,2019,"Movie, Adventure, Kids",-,-,-,SS,VPX,"Javier, Glxb, Highlnder00, Jpinsa, Shaderbytes",1.03,2019-09-11,"Goonies Pinball Adventure, The"
"Hateful Eight, The (Original 2022)",Original,2022,"Movie, American West",-,-,-,SS,VPX,"Michel757, Balutito",1.0.0,2023-06-25,"Hateful Eight, The"
"Labyrinth, The (Original 2023)",Original,2023,"Movie, Fantasy",-,-,-,SS,VPX,"Jagandy82, JPSalas, Balutito, Nesta78, Joe Picasso",3.0,2023-12-08,"Labyrinth, The"
"Last Dragon, The (Original 2020)",Original,2020,"Movie, Martial Arts",-,-,-,-,VPX,Fireslayer26,1.3,2020-05-01,"Last Dragon, The"
"Last Starfighter, The (Original 2020)",Original,2020,"Science Fiction, Movie",-,-,-,-,VPX,Djchiccomix,1.0,2020-04-18,"Last Starfighter, The"
"Last Unicorn, The (Original 2020)",Original,2020,"Fantasy, Movie",-,-,-,EM,VPX,"Mark Paulik (WPilot), JPSalas",1.0,2020-08-17,"Last Unicorn, The"
"Magnificent Seven, The (Original 2020)",Original,2020,"American West, Movie",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2020-05-21,"Magnificent Seven, The"
"Mask, The (Original 2019)",Original,2019,Movie,4,-,-,-,VPX,"Ivantba, Mfuegemann",1.0,2019-10-22,"Mask, The"
"Matrix, The (Original 2023)",Original,2023,"Movie, Science Fiction",-,-,-,SS,VPX,"VP_Cooks, JPSalas",1.0.0,2023-03-22,"Matrix, The"
"Return of the Living Dead, The (Original 2020)",Original,2020,"Horror, Movie",-,-,-,SS,VPX,"Ivantba, Mfuegemann",0.9,2023-08-11,"Return of the Living Dead, The"
"Rocky Horror Picture Show Edition, The (Original 2022)",Original,2022,"Movie, Musical",-,-,-,SS,VPX,"Icepinball, Ivantba, JPSalas",1.0.0,2023-07-22,"Rocky Horror Picture Show Edition, The"
"Shadow, The (Bally 1994)",Bally,1994,"Licensed Theme, Detective, Supernatural, Comics, Movie",4,2528,-,SS,VPX,"Bigus1, Alessio, Skitso, Markrock76, Bord",1.0,2023-01-21,"Shadow, The"
"Shining Pinball, The (Original 2022)",Original,2022,"Movie, Horror",-,-,-,SS,VPX,"Gman77, Wpilot, Jagandy82, Nagaidevil, 80sRkadeguy70",1.0.0,2023-11-10,"Shining Pinball, The"
"Snowman Pinball, The (Original 2019)",Original,2019,"Christmas, Movie",4,-,-,SS,VPX,"Stevegooner1234, Lizard, Wildman, Xenonph",1.0,2020-08-15,"Snowman Pinball, The"
"Texas Chainsaw Massacre, The (Original 2020)",Original,2020,"Movie, Horror",4,-,-,SS,VPX,"Ivantba, Goldchicco, Mfuegemann",1.0,2020-12-19,"Texas Chainsaw Massacre, The"
"Untouchables, The (Original 2023)",Original,2023,"Licensed Theme, Movie, Crime, Mobsters, Detective",-,-,-,SS,VPX,"Marty02, ICPjuggla",2.0,2023-06-01,"Untouchables, The"
"Warriors, The (Original 2023)",Original,2023,Movie,-,-,-,SS,-,"Icepinball, JPSalas, Ivantba",1.0.0,2023-09-16,"Warriors, The"
"Way of the Dragon, The (Original 2020)",Original,2020,"Movie, Martial Arts",4,-,-,SS,VPX,"Conehead, Ivantba, Wiesshund",2.0,2023-06-25,"Way of the Dragon, The"
"Wizard, The (Original 2021)",Original,2021,"Movie, Videogames, Kids",1,-,-,EM,VPX,"MellerMeller, Batch, BorgDog, HauntFreaks",1.5,2024-01-09,"Wizard, The"
They Live (Original 2023),Original,2023,"Licensed Theme, Movie, Science Fiction, Horror, Aliens",-,-,-,SS,VPX,"Balutito, SpookyMoulder",1.0,2023-06-22,They Live
Tommy Boy (Original 2021),Original,2021,Movie,1,-,-,EM,VPX,"MellerMeller, Batch",1.0,2024-01-11,Tommy Boy
Top Gun (Original 2019),Original,2019,"Aviation, Movie",4,-,-,SS,VPX,"Zimbakin, JPSalas",1.0b,2019-11-11,Top Gun
Transformers (Stern 2011),Stern,2011,"Licensed Theme, Science Fiction, Movie",4,5709,-,SS,VPX,"RobbyKingPin, SG1bsoN, HauntFreaks, JPSalas",2.0.3,2023-12-12,Transformers
Transformers G1 (Original 2018),Original,2018,"Licensed Theme, Science Fiction, Movie",-,-,-,SS,VPX,"Ivantba, Wizball",1.7,2018-11-07,Transformers G1
Transformers The Movie 1986 (Original 2019),Original,2019,"Licensed Theme, Science Fiction, Movie",2,-,-,SS,VPX,"Ivantba, Bigus1, 32assassin",1.0,2019-12-10,Transformers The Movie 1986
Twister (Sega 1996),Sega,1996,Movie,6,3976,-,SS,VPX,"UnclePaulie, DJRobX, Francisco666, 32assassin, Xio, TheWool, JimmyFingers",2.0,2022-11-22,Twister
Vaiana (Original 2021),Original,2021,"Animation, Movie",4,-,-,SS,VPX,"Hardkoralex, Sisi H-core, JPSalas",1.0,2021-03-08,Vaiana
Waterworld (Gottlieb 1995),Gottlieb,1995,"Licensed Theme, Movie, Apocalyptic",4,3793,-,SS,VPX,"Michel757, Aubrel, Goldchicco, 32assassin, Mfuegemann, Arrestis, Arngrim",1.2,2023-05-17,Waterworld
Wayne's World (Original 2020),Original,2020,"Music, Movie",-,-,-,SS,VPX,"K8951, Kenji, Monte Ton Cab, JPSalas",1.1,2021-04-03,Wayne's World
Who Framed Roger Rabbit (Original 2021),Original,2021,"Animation, Kids, Movie",-,-,-,SS,VPX,"Sebastiendelf, Lio",1.2,2021-11-25,Who Framed Roger Rabbit
Willy Wonka Pro (Original 2020),Original,2020,Movie,-,-,-,SS,VPX,"Drhotwing, Marty02",1.0.1,2023-01-15,Willy Wonka Pro
Willy's Wonderland (Original 2021),Original,2021,"Movie, Horror",4,-,-,EM,VPX,"Gman77, Goldchicco, Jagandy82, Nagaidevil, 80sRkadeguy70, Pritch33, Cliffy",1.0.0,2023-11-10,Willy's Wonderland
Young Frankenstein (Original 2016),Original,2016,Movie,-,-,-,SS,VPX,"Gabrom, UltraPeepi",2.0,2016-08-11,Young Frankenstein
Zissou The Life Aquatic  (Original 2022),Original,2022,"Movie, Aquatic, Nautical",1,-,-,EM,VPX,"MauiPunter, Manbearpig, Loserman76",1.0.0,2023-05-26,Zissou The Life Aquatic
